GameFileName,GameName,GameDisplay,GameRating,MediaSearch,Manufact,GameYear,NumPlayers,GameType,GKeepDisplays,Category,GameTheme,CUSTOM5,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,ROM,Tags
U-Foes (Original 2019) Rosve 2.0,U-Foes (Original 2019),U-Foes (Original 2019),6142,,Original,2019,4,SS alpha,"0,5",E,Superheroes,,Not Available,,,Rosve,"Rosve, The Loafer, Thalamus",2.0,,
Underwater (Recel 1976) JPSalas 6.0.0,Underwater (Recel 1976),Underwater (Recel 1976),7400,,Recel,1976,4,EM,"0,1,5",E,Military and Spies,,https://www.ipdb.org/machine.cgi?id=2702,2702,,,"JPSalas, pedator, Mustang1961",6.0.0,,
Universe (Gottlieb 1959) JPSalas 5.5.0,Universe (Gottlieb 1959),Universe (Gottlieb 1959),7440,,Gottlieb,1959,1,EM,"0,1,5",E,Science Fiction,,https://www.ipdb.org/machine.cgi?id=2705,2705,,"Wayne Nevens, Roy Parker","JPSalas, Halen, HauntFreaks",5.5.0,,Odd
Universe (Zaccaria 1976) Webby 1.0.0,Universe (Zaccaria 1976),Universe (Zaccaria 1976),6702,,Zaccaria,1976,4,EM,"0,1,5",E,Superheroes,,https://www.ipdb.org/machine.cgi?id=2706,2706,,,Webby,1.0.0,,
Unreal Tournament -Godlike Edition- (Original 2021) Oqqsan 2.3.0,Unreal Tournament -Godlike Edition- (Original 2021),Unreal Tournament -Godlike Edition- (Original 2021),7950,,Original,2021,4,SS dmd,"0,5",M,Games and Game Shows,,,,,,Oqqsan,2.3.0,,FlexDMD
V.1 (IDSA 1986) Goldchicco 2.0.a,V.1 (IDSA 1986),V.1 (IDSA 1986),6052,,IDSA,1986,4,SS,"0,5",T,Outer Space,,http://www.ipdb.org/machine.cgi?id=5022,5022,,?,"Goldchicco, 32assassin, Mfuegemann",2.0.a,v1,
Vampire (Bally 1971) JPSalas 6.0.0,Vampire (Bally 1971),Vampire (Bally 1971),8062,,Bally,1971,2,EM,"0,5",E,Monsters and Macabre,,https://www.ipdb.org/machine.cgi?id=2716,2716,,"Ted Zale, Dick White",JPSalas,6.0.0,,
Van Halen -EVH Edition- (Original 2025) Larouillas 2.0.0 MOD,Van Halen -EVH Edition- (Original 2025),Van Halen -EVH Edition- (Original 2025),6002,,Original,2025,4,SS,"0,5",E,Musicians,,,,,,Larouillas,2.0.0,sorcr_l1,Music
Vector (Bally 1982) Schreibi34 1.2.2,Vector (Bally 1982),Vector (Bally 1982),8676,,Bally,1982,4,SS,"0,5",E,Science Fiction,,http://www.ipdb.org/machine.cgi?id=2723,2723,,Greg Kmiec,"Schreibi34, Sindbad, Randr, Arngrim, TheLoafer, JPSalas, Ninuzzu, Wed21, HauntFreaks, DJRobX",1.2.2,vector,
Vegas (Gottlieb 1990) Goldchicco 1.1,Vegas (Gottlieb 1990),Vegas (Gottlieb 1990),5722,,Gottlieb,1990,4,SS alpha,"0,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=2724,2724,,?,"Goldchicco, 32assassin, lupopt",1.1,vegas,
Vernes World (Spinball S.A.L. 1996) JPSalas 5.5.0,Vernes World (Spinball S.A.L. 1996),Vernes World (Spinball S.A.L. 1996),6620,,Spinball S.A.L.,1996,4,SS dmd,"0,5",E,Science Fiction,,http://www.ipdb.org/machine.cgi?id=4619,4619,,?,JPSalas,5.5.0,vrnwrld,
Victory (Gottlieb 1987) Sindbad 2.0.1,Victory (Gottlieb 1987),Victory (Gottlieb 1987),8542,,Gottlieb,1987,4,SS alpha,"0,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=2733,2733,,John Trudeau,"Sindbad, Schreibi34, Wed21, Flupper, The Loafer, JPSalas, Zany, Noah, HauntFreaks, Ninuzzu",2.0.1,victory,
Viking (Bally 1980) Bord 3.0.0,Viking (Bally 1980),Viking (Bally 1980),8596,,Bally,1980,4,SS,"0,5",E,Empires,,http://www.ipdb.org/machine.cgi?id=2737,2737,,Jim Patla,"Bord, Arngrim, Rothbauerw",3.0.0,vikingb,
Viper (Stern 1981) JPSalas 6.0.0RL,Viper (Stern 1981),Viper (Stern 1981),8740,,Stern,1981,4,SS,"0,1,5",M,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=2739,2739,,Joe Joos Jr.,"JPSalas, Akiles50000, StrangeLeo72",6.0.0RL,viper,Music
Volcano (Gottlieb 1981) Bigus1 4.0.0 MOD,Volcano (Gottlieb 1981),Volcano (Gottlieb 1981),7390,,Gottlieb,1981,4,SS,"0,5",E,Jurassic Era,,http://www.ipdb.org/machine.cgi?id=2742,2742,,John Osborne,"Bigus1, Allknowing2012, 32assassin, HauntFreaks, Arngrim",4.0.0,vlcno_ax,
Volkan Steel and Metal (Original 2023) Onevox 1.3.0,Volkan Steel and Metal (Original 2023),Volkan Steel and Metal (Original 2023),8866,,Original,2023,2,SS,"0,5",E,Workplaces,,https://vpuniverse.com/files/file/14978-volkan-steel-and-metal-original-2023/,,,Onevox,"Onevox, Oqqsan",1.3.0,,
Volley (Gottlieb 1976) RajoJoey 1.0.0 VR,Volley (Gottlieb 1976),Volley (Gottlieb 1976),8004,,Gottlieb,1976,1,EM,"0,1,5",E,Sports,Golf and Tennis,http://www.ipdb.org/machine.cgi?id=2743,2743,,Ed Krynski,"RajoJoey, Loserman76",1.0.0,,
Volley (Taito do Brasil 1981) JPSalas 5.5.0,Volley (Taito do Brasil 1981),Volley (Taito do Brasil 1981),6842,,Taito do Brasil,1981,4,SS,"0,1,5",E,Sports,Olympics,https://www.ipdb.org/machine.cgi?id=5494,5494,,?,"JPSalas, Akiles50000, Gerson Cordeiro, Carlos Guizzo, Stat, Editoy",5.5.0,voleybal,
Voltan Escapes Cosmic Doom (Bally 1979) UnclePaulie 2.0.0RL,Voltan Escapes Cosmic Doom (Bally 1979),Voltan Escapes Cosmic Doom (Bally 1979),9192,,Bally,1979,4,SS,"0,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=2744,2744,,George Christian,UnclePaulie,2.0.0RL,voltanb,Music
VooDoos Carnival Pinball (Original 2022) LoadedWeapon 2.0.0,VooDoos Carnival Pinball (Original 2022),VooDoos Carnival Pinball (Original 2022),8582,,Original,2022,4,SS dmd,2,M,Monsters and Macabre,,,,,,"LoadedWeapon, Kcron666, Dj",2.0.0, ,"FlexDMD, PuP"
Vortex (Taito do Brasil 1983) JPSalas 5.5.0,Vortex (Taito do Brasil 1983),Vortex (Taito do Brasil 1983),7490,,Taito do Brasil,1983,4,SS,"0,1,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=4576,4576,,?,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65",5.5.0,vortex,
Wacky Races (Original 2022) Remdwaas1986 1.2.0,Wacky Races (Original 2022),Wacky Races (Original 2022),6022,,Original,2022,4,SS dmd,"0,5",E,Cartoons,,,,,,Remdwaas1986,1.2.0,,
Walking Dead -LE Premium Night- (Stern 2014) Flupper 1.1.0,Walking Dead -LE Premium Night- (Stern 2014),Walking Dead -LE Premium Night- (Stern 2014),9146,,Stern,2014,4,SS dmd,"0,5",M,Monsters and Macabre,,https://www.ipdb.org/machine.cgi?id=6156,6156,,John Borg,Flupper,1.1.0,twd_160h,
Walkyria (Joctronic 1986) Mfuegemann 1.0,Walkyria (Joctronic 1986),Walkyria (Joctronic 1986),5956,,Joctronic,1986,4,SS,"0,1,5",E,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=5556,5556,,,"Mfuegemann, Grusom",1.0,walkyria,
Wallace and Gromit (Original 2006) Bigus1 1.3.0 MOD,Wallace and Gromit (Original 2006),Wallace and Gromit (Original 2006),6042,,Original,2006,1,SS dmd,"0,5",E,Cartoons,,,,,,"Bigus1, Granit, ghost, EalaDubh",1.3.0,,FlexDMD
Warlok (Williams 1982) VPW 1.2.0RL,Warlok (Williams 1982),Warlok (Williams 1982),9220,,Williams,1982,4,SS,"0,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=2754,2754,,Mike Kubin,VPinWorkshop,1.2.0RL,wrlok_l3,Music
Warlok (Williams 1982) JPSalas 6.0.0,Warlok (Williams 1982),Warlok (Williams 1982),8542,,Williams,1982,4,SS,"0,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=2754,2754,,Mike Kubin,JPSalas,6.0.0,wrlok_l3,dup
Watchmen (Original 2019) Wizball 1.2.4,Watchmen (Original 2019),Watchmen (Original 2019),5922,,Original,2019,4,SS dmd,-1,T,Superheroes,,Not Available,,,?,"Wizball, ScottyWic, Vogliadicane",1.2.4,,"PuP, Music"
Waterworld (Gottlieb 1995) Aurel 1.2 MOD,Waterworld (Gottlieb 1995),Waterworld (Gottlieb 1995),6384,,Gottlieb,1995,4,SS dmd,"0,5",E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=3793,3793,,"Ray Tanzer, Jon Norris","Aurel, Goldchicco, 32assassin, Mfuegemann, Arrestis, Arngrim",1.2,waterwld,
Wheel (Maresa 1974) Loserman76 1.0a,Wheel (Maresa 1974),Wheel (Maresa 1974),7006,,Maresa,1974,1,EM,"0,1,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=4644,4644,,?,"Loserman76, Akiles50000, JPSalas",1.0aRL,,"Music, FixPhys"
Wheel Of Fortune (Stern 2007) Bigus1 3.1.0,Wheel Of Fortune (Stern 2007),Wheel Of Fortune (Stern 2007),8760,,Stern,2007,4,SS dmd,"0,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=5254,5254,,Dennis Nordman,"Bigus1, DJRobX, Diemonik, Ninuzu, Tom Tower, Dozer, Arngrim",3.1.0,wof_500,
Whirl-Wind (Gottlieb 1958) Bord 1.0.1,Whirl-Wind (Gottlieb 1958),Whirl-Wind (Gottlieb 1958),7416,,Gottlieb,1958,1,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=2760,2760,,"Wayne Neyens, Roy Parker",Bord,1.0.1,,
Whirlwind (Williams 1990) Flupper 1.0.0,Whirlwind (Williams 1990),Whirlwind (Williams 1990),9136,,Williams,1990,4,SS alpha,"0,5",E,Fire and Rescue,,http://www.ipdb.org/machine.cgi?id=2765,2765,,Pat Lawlor,"Flupper, Rothbauerw, Fleep, Rawd & 3rdaxis, Leojreimroc",1.0.0,whirl_l3,
White Water (Williams 1993) Flupper 1.2.0,White Water (Williams 1993),White Water (Williams 1993),9386,,Williams,1993,4,SS dmd,"0,5",E,Sports,Field and Stream,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2768,2768,,Dennis Nordman,"Flupper, JPSalas, PacDude, Dark, Clark Kent, Lobotomy, Wrd1972,  Darquayle, Knorr, DJRobX, ClarkKent",1.2.0,ww_lh6,Sound
WHO dunnit (Bally 1995) Versins77 1.0.0 MOD,WHO dunnit (Bally 1995),WHO dunnit (Bally 1995),9018,,Bally,1995,4,SS dmd,"0,5",E,Cops and Robbers,,http://www.ipdb.org/machine.cgi?id=3685,3685,,Barry Oursler,"Versins77, Senseless, Ninuzzu, DJRobX",1.0.0,wd_12,
WHO dunnit -1947 Film Noir- (Bally 2021) Bord 1.1,WHO dunnit -1947 Film Noir- (Bally 2021),WHO dunnit -1947 Film Noir- (Bally 2021),8900,,Bally,2021,4,SS dmd,"0,5",E,Cops and Robbers,,http://www.ipdb.org/machine.cgi?id=3685,3685,,Barry Oursler,Bord,1.1,wd_12,"Altsound, dup"
Whoa Nellie! Big Juicy Melons (Stern 2015) MachWon 2.5.1,Whoa Nellie! Big Juicy Melons (Stern 2015),Whoa Nellie! Big Juicy Melons (Stern 2015),8000,,Stern,2015,4,EM,"0,5",M,Workplaces,,http://www.ipdb.org/machine.cgi?id=6252,6252,,Dennis Nordman,"MachWon, HauntFreaks, Dids666, BorgDog",2.5.1,,Music
Whoa Nellie! Big NUDE Melons (Stern 2015) MachWon 2.5.1 MOD,Whoa Nellie! Big NUDE Melons (Stern 2015),Whoa Nellie! Big NUDE Melons (Stern 2015),8040,,Stern,2015,4,EM,"0,1,5",AO,Workplaces,,http://www.ipdb.org/machine.cgi?id=6252,6252,,Dennis Nordman,"MachWon, cheese3075, Editoy",2.5.1,,Music
"Whos Tommy Pinball Wizard (Data East 1994), The VPW 1.2.1",Whos Tommy Pinball Wizard (Data East 1994),Whos Tommy Pinball Wizard (Data East 1994),9350,,Data East,1994,4,SS dmd,"0,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=2579,2579,,"Joe Kaminkow, Ed Cebula, Lonnie D. Ropp, Lyman F. Sheats Jr.","VPinWorkshop, Ninuzzu",1.2.1,tomy_500,
"Wiggler, The (Bally 1967) Scottacus 2.2.6","Wiggler, The (Bally 1967)","Wiggler, The (Bally 1967)",8004,,Bally,1967,4,EM,"0,1,5",E,Circus and Amusements,,https://www.ipdb.org/machine.cgi?id=2777,2777,,Ted Zale,"Scottacus, nFozzy, Bord, Kds70, JR, Whirlwind",2.2.6,,"Zips, dup"
"Wiggler, The (Bally 1967) JPSalas 1.0.4","Wiggler, The (Bally 1967)","Wiggler, The (Bally 1967)",8024,,Bally,1967,4,EM,"0,1,5",E,Circus and Amusements,,https://www.ipdb.org/machine.cgi?id=2777,2777,,Ted Zale,"JPSalas, Mustang1961",1.0.4,,Zips
Wild Card (Williams 1977) Loserman76 1.0,Wild Card (Williams 1977),Wild Card (Williams 1977),6976,,Williams,1977,1,EM,"0,1,5",E,Wild West,,http://www.pinsimdb.org/pinball/table-25284-wild_card,2778,,,"Loserman76, PBecker, Itchigo",1.0,,
Wild Fyre (Stern 1978) Goldchicco 1.1.0,Wild Fyre (Stern 1978),Wild Fyre (Stern 1978),7180,,Stern,1978,4,SS,"0,1,5",E,Empires,,http://www.ipdb.org/machine.cgi?id=2783,2783,,Harry Williams,"Goldchicco, 32assassin",1.1.0,wildfyre,
Willys Wonderland (Original 2021) Goldchicco 2.0,Willys Wonderland (Original 2021),Willys Wonderland (Original 2021),6174,,Original,2021,4,SS,"0,5",T,Monsters and Macabre,,,,,,"Goldchicco, 2borG, Andrei Miraklov, chucky87, Hawkeyz88, IDigStuff, Pinballfan2018",2.0,dvlsdre,dup
Winner (Williams 1971) CactusDude 0.0.98,Winner (Williams 1971),Winner (Williams 1971),7120,,Williams,1971,1,EM,"0,1,5",E,Sports,Horse,https://www.ipdb.org/machine.cgi?id=2792,2792,,Steve Kordek,CactusDude,0.0.98,,odd
Wipe Out (Gottlieb 1993) Senseless 1.0.1 VR,Wipe Out (Gottlieb 1993),Wipe Out (Gottlieb 1993),7938,,Gottlieb,1993,4,SS dmd,"0,5",E,Sports,Winter,http://www.ipdb.org/machine.cgi?id=2799,2799,,Ray Tanzer,"Senseless, Edizzle, Kiwi, Ninuzzu, Dark, Akiles50000, JPSalas, Drybonz, Gtxjoe, Zany, Arngrim, DJRobX, Flupper",1.0.1,wipeout,fixFLIP
"Witcher (Original 2020), The Siggi 1.0 MOD",Witcher (Original 2020),Witcher (Original 2020),7300,,Original,2020,4,SS,"0,1,5",M,Fantasy and Legends,,https://vpinball.com/VPBdownloads/the-witcher/,,,?,"Siggi, 32assassin",1.0,csmic_l1,
Wizard! (Bally 1975) MauiPunter 1.0.0RL,Wizard! (Bally 1975),Wizard! (Bally 1975),8850,,Bally,1975,4,EM,"0,1,5",T,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=2803,2803,,Greg Kmiec,"MauiPunter, Pinball58",1.0.0RL,,Music
Wizard of Oz (Jersey Jack 2013) Ckpin 20220331.01,Wizard of Oz (Jersey Jack 2013),Wizard of Oz (Jersey Jack 2013),5940,,Jersey Jack,2013,4,SS dmd,-1,E,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=5800,5800,,Joe Balcer,"Ckpin, SliderPoint, Mfuegemann, Stat, JPSalas, Nailbuster, EmBee, Tarcisio",20220331.01,,PuP. FlexDMD
Wolf Man (Peyper 1987) Goldchicco 2.0.0,Wolf Man (Peyper 1987),Wolf Man (Peyper 1987),5650,,Peyper,1987,4,SS,"0,1,5",AO,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=4435,4435,,?,"Goldchicco, 32assassin, Mfuegemann",2.0.0,wolfman,
Wonderland (Williams 1955) Jino0372 1.1.0,Wonderland (Williams 1955),Wonderland (Williams 1955),7190,,Williams,1955,1,EM,"0,1,5",E,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=2805,2805,,,JINO0372,1.1.0,,
World Challenge Soccer (Gottlieb 1994) Dacstyle 1.0.0 MOD,World Challenge Soccer (Gottlieb 1994),World Challenge Soccer (Gottlieb 1994),6700,,Gottlieb,1994,4,SS dmd,"0,1,5",E,Sports,Soccer,http://www.ipdb.org/machine.cgi?id=2808,2808,,Jon Norris,"Dacstyle, Fredobiwan, Tab, JPSalas",2.0.0,wcsoccd2,
World Cup (Williams 1978) JPSalas 6.0.0,World Cup (Williams 1978),World Cup (Williams 1978),8184,,Williams,1978,4,SS,"0,1,5",E,Sports,Soccer,http://www.ipdb.org/machine.cgi?id=2810,2810,,Tony Ramunni,JPSalas,6.0.0,wldcp_l1,
World Cup Soccer (Bally 1994) Knorr 1.4,World Cup Soccer (Bally 1994),World Cup Soccer (Bally 1994),9154,,Bally,1994,4,SS dmd,"0,5",E,Sports,Soccer,http://www.ipdb.org/machine.cgi?id=2811,2811,,John Popadiuk,"Knorr, Clark Kent, Mahu, Mike Holly, JPSalas, Flupper, Bindpeaser, Toxie, Fuzzel, VPX Dev Team, Rothbauerw",1.4,wcs_l2,"FixPhys, dup2"
World Cup Soccer (Bally 1994) VPW 1.2.0,World Cup Soccer (Bally 1994),World Cup Soccer (Bally 1994),9354,,Bally,1994,4,SS dmd,"0,5",E,Sports,Soccer,http://www.ipdb.org/machine.cgi?id=2811,2811,,John Popadiuk,"VPinWorkshop, Knorr, Clark Kent",1.2.0,wcs_l2,
World of Warcraft Monopoly (Original 2015) JPSalas 5.5.0,World of Warcraft Monopoly (Original 2015),World of Warcraft Monopoly (Original 2015),7738,,Original,2015,4,SS dmd,"0,5",E,Games and Game Shows,,Not Available,,,Pat Lawlor,JPSalas,5.5.0,,
World Poker Tour (Stern 2006) RobbyKingPin 2.3.1,World Poker Tour (Stern 2006),World Poker Tour (Stern 2006),0,,Stern,2006,4,SS dmd,"0,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=5134,5134,,Steve Ritchie,RobbyKingPin,2.3.1,wpt_140a,
Wrath of Olympus (Original 2022) JPSalas 5.5.1,Wrath of Olympus (Original 2022),Wrath of Olympus (Original 2022),8350,,Original,2022,4,SS dmd,"0,5",M,Fantasy and Legends,,,,,JPSalas,"JPSalas, t-800, arngrim",5.5.1,,FlexDMD
WWF Royal Rumble (Data East 1994) Hauntfreaks 2.0.3,WWF Royal Rumble (Data East 1994),WWF Royal Rumble (Data East 1994),8886,,Data East,1994,4,SS dmd,-1,T,Sports,Combat,http://www.ipdb.org/machine.cgi?id=2820,2820,,"Tim Seckel, Joe Kaminkow","HauntFreaks, 32assassin",2.0.3,wwfr_106,PuP
X Files (Sega 1997) TastyWasps 1.2.7,X Files (Sega 1997),X Files (Sega 1997),8608,,Sega,1997,6,SS dmd,-1,T,Science Fiction,,http://www.ipdb.org/machine.cgi?id=4137,4137,,Rob Hurtado,"TastyWasps, Hanibal2001, JPSalas, SliderPoint",1.2.7,xfiles,PuP
X-Men LE (Stern 2012) VPW 1.0.0,X-Men LE (Stern 2012),X-Men LE (Stern 2012),9010,,Stern,2012,4,SS dmd,-1,T,Superheroes,,http://www.ipdb.org/machine.cgi?id=5824,5824,,John Borg,"VPinWorkshop, DJRobX, Freneticamensic, ICPjuggla, HauntFreaks, Bord, Arngrim, EBIsLit, Sixtoe, Nfozy, Rothbauerw, Flupper, Knorr, 3rdaxis, Dark",1.0.0,xmn_151h,PuP
Xenon (Bally 1980) Hauntfreaks 2.5.2 MOD RL,Xenon (Bally 1980),Xenon (Bally 1980),9256,,Bally,1980,4,SS,"0,1,5",M,Science Fiction,,http://www.ipdb.org/machine.cgi?id=2821,2821,,Greg Kmiec,"HauntFreaks, JPSalas, Bord, nFozzy",2.5.2RL,xenon,Music
Xenon (Bally 1980) JPSalas 6.0.0,Xenon (Bally 1980),Xenon (Bally 1980),8380,,Bally,1980,4,SS,"0,1,5",T,Science Fiction,,http://www.ipdb.org/machine.cgi?id=2821,2821,,Greg Kmiec,JPSalas,6.0.0,xenon,dup
Xs and Os (Bally 1984) Goldchicco 1.1.0,Xs and Os (Bally 1984),Xs and Os (Bally 1984),7050,,Bally,1984,4,SS,"0,1,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=2822,2822,,Greg Kmiec,"Goldchicco, 32assassin",1.1.0,xsandos,
Yamanobori (Komaya 1981) JPSalas 2.0.0,Yamanobori (Komaya 1981),Yamanobori (Komaya 1981),6050,,Komaya,1981,1,EM,"0,1,5",E,Leisure and Travel,,,,,,JPSalas,2.0.0,,Odd
Youll Shoot Your Eye Out (Original 2024) Hauntfreaks 1.0.0.1,Youll Shoot Your Eye Out (Original 2024),Youll Shoot Your Eye Out (Original 2024),6022,,Original,2024,1,EM,"0,5",E,Leisure and Travel,,,,,Shag,HauntFreaks,1.0.0.1,,xmas
Young Frankenstein (Original 2021) Hauntfreaks 1.0.0,Young Frankenstein (Original 2021),Young Frankenstein (Original 2021),8482,,Original,2021,4,SS,"0,5",T,Monsters and Macabre,,,,,,"HauntFreaks, BorgDog, Rawd, fluffhead35",1.0.0,eclipse,
Zip-A-Doo (Bally 1970) Loserman76 1.0.0f,Zip-A-Doo (Bally 1970),Zip-A-Doo (Bally 1970),6390,,Bally,1970,2,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=2840,2840,,Ted Zale,"Loserman76, GNance, HauntFreaks, BorgDog, Arngrim",1.0.0f,,
Zira (Playmatic 1980) Mustang1961 1.2.0,Zira (Playmatic 1980),Zira (Playmatic 1980),7380,,Playmatic,1980,4,SS,"0,1,5",AO,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=3584,3584,,?,"Mustang1961, Mfuegemann",1.2.0,zira,
Zissou - The Life Aquatic (Original 2022) Manbearpig 1.2.0 MOD,Zissou - The Life Aquatic (Original 2022),Zissou - The Life Aquatic (Original 2022),6656,,Original,2022,1,EM,"0,5",E,Oceans and Pirates,,,,,,Manbearpig,1.2.0,,dup
Aladdins Castle ULTIMATE (Bally 1976) Greywolf 1.01,Aladdins Castle ULTIMATE (Bally 1976),Aladdins Castle ULTIMATE (Bally 1976),6640,,Bally,1976,2,EM,"0,1,5",T,Fantasy and Legends,,http://www.pinsimdb.org/pinball/table-5185-aladdin_s_castle_ultimate,40,,,"Greywolf, SLAMT1LT",1.01,,"BAM, dup"
Aliens Legacy -Game Over Man- (Original 2020) TerryRed 1.3.0 MOD,Aliens Legacy -Game Over Man- (Original 2020),Aliens Legacy -Game Over Man- (Original 2020),5940,,Original,2020,1,SS dmd,"0,1,5",M,Outer Space,,https://speak1970.wixsite.com/slamspinballemporium,,,,"TerryRed, SLAMT1LT",1.3.0,,"BAM, PinEvent"
Halloween -Big Bloody Mike Edition- (Original 2020) TerryRed 2.0.0 MOD,Halloween -Big Bloody Mike Edition- (Original 2020),Halloween -Big Bloody Mike Edition- (Original 2020),5920,,Original,2020,4,SS dmd,-1,M,Monsters and Macabre,,,,,,"TerryRed, SLAMT1LT",2.0.0 MOD,,"BAM, PinEvent, PuP, dup"
Jaws -Bigger Boat Edition- (Original 2020)TerryRed 1.7.0,Jaws -Bigger Boat Edition- (Original 2020),Jaws -Bigger Boat Edition- (Original 2020),8600,,Original,2020,3,SS dmd,-1,T,Oceans and Pirates,,https://vpinball.com/VPBdownloads/jaws-ultimate-pro-pinevent/,,,,"TerryRed, SLAMT1LT, Rom",1.7.0,,"BAM, PinEvent, PuP"
Jungle Girl (Original 2021) Shiva 1.2.0,Jungle Girl (Original 2021),Jungle Girl (Original 2021),7010,,Original,2021,4,SS dmd,"0,1,5",T,Jungle,,,,,,Shiva,1.2.0,,BAM
Masters of the Universe (Original 2018) TerryRed 1.3.0,Masters of the Universe (Original 2018),Masters of the Universe (Original 2018),8562,,Original,2018,4,SS dmd,-1,E,Fantasy and Legends,,https://vpuniverse.com/forums/topic/8925-masters-of-the-universe-collectors-edition/,,,?,"TerryRed, Rom",1.3.0,,"BAM, PinEvent, PuP"
RetroFlair -BAM Edition- (Original 2020) TerryRed 2.2.0 MOD,RetroFlair -BAM Edition- (Original 2020),RetroFlair -BAM Edition- (Original 2020),4840,,Original,2020,4,SS dmd,-1,E,Games and Game Shows,,https://vpinball.com/VPBdownloads/retroflair-bam-edition-pinevent/,,,,"TerryRed, Rom",2.2.0,,"BAM, PinEvent, PuP"
Sonic Pinball Mania (Original 2022) TerryRed 2.0.0,Sonic Pinball Mania (Original 2022),Sonic Pinball Mania (Original 2022),6616,,Original,2022,4,SS dmd,-1,E,Games and Game Shows,,,,,,"TerryRed, PinWizKid,SLAMT1LT, Schlabber34, FLEEP",2.0.0,,"BAM, PinEvent, PuP"
Star Wars 4.1 DSA Galactic Edition (Original 2022) TerryRed 1.7.0.MOD,Star Wars 4.1 DSA Galactic Edition (Original 2022),Star Wars 4.1 DSA Galactic Edition (Original 2022),8082,,Original,2022,4,SS dmd,-1,E,Outer Space,,,,,,"TerryRed, SLAMT1LT, Matt Ellis, Gimli",1.7.0 MOD,,"BAM, PinEvent, PuP"
Strikes and Spares ULTIMATE Pro V2 (Bally 1978) Gamer7 1.0.1,Strikes and Spares ULTIMATE Pro V2 (Bally 1978),Strikes and Spares ULTIMATE Pro V2 (Bally 1978),7940,,Bally,1978,4,SS,"0,1,5",M,Sports,Bowling,https://speak1970.wixsite.com/slamspinballemporium,2406,,,"Gamer7, TerryRed, Popotte, SLAMT1LT",1.0.1,,"BAM, Music"
"The Good, The Bad, and The Ugly (Original 2019) Major Frenchy 2.1","The Good, The Bad, and The Ugly (Original 2019)","The Good, The Bad, and The Ugly (Original 2019)",7780,,Original,2019,4,SS,"0,1,5",E,Wild West,,https://vpinball.com/VPBdownloads/the-good-the-bad-the-ugly-doflinxcabinet/,1062,,,"MajorFrenchy, Jipar, Nitronimbus",2.1,,BAM
Amusement_Park,Adventure Land (Zen Studios 2017),Adventure Land (Zen Studios 2017),8200,,Zen Studios,2017,4,SS dmd,"0,2,5",E,Circus and Amusements,,https://zenstudios.com/pinball-table-guides/,,"classic,hotseat2,hotseat3,hotseat4",,ZenAuthor,,,dup2
Alien_Isolation,Alien Isolation Pinball (Zen Studios 2016),Alien Isolation Pinball (Zen Studios 2016),6208,,Zen Studios,2016,4,SS dmd,"0,2,5",T,Outer Space,,https://zenstudios.com/pinball-table-guides/,,"classic,hotseat2,hotseat3,hotseat4",,ZenAuthor,,,
Alien_vs_Predator,Alien vs Predator Pinball (Zen Studios 2016),Alien vs Predator Pinball (Zen Studios 2016),8004,,Zen Studios,2016,4,SS dmd,"0,2,5",T,Outer Space,,https://zenstudios.com/pinball-table-guides/,,"classic,hotseat2,hotseat3,hotseat4",,ZenAuthor,,,
Aliens,Aliens Pinball (Zen Studios 2016),Aliens Pinball (Zen Studios 2016),8546,,Zen Studios,2016,4,SS dmd,"0,2,5",T,Outer Space,,https://zenstudios.com/pinball-table-guides/,,"classic,hotseat2,hotseat3,hotseat4",,ZenAuthor,,,
AmericanDad,American Dad! Pinball (Zen Studios 2015),American Dad! Pinball (Zen Studios 2015),5780,,Zen Studios,2015,4,SS dmd,"0,2,5",T,Cartoons,,https://zenstudios.com/pinball-table-guides/,,"classic,hotseat2,hotseat3,hotseat4",,ZenAuthor,,,
