GameFileName,GameName,GameDisplay,GameRating,MediaSearch,Manufact,GameYear,NumPlayers,GameType,GKeepDisplays,Category,GameTheme,CUSTOM5,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,ROM,Tags
1-2-3... (Automaticos 1973) JPSalas 5.5.0,1-2-3... (Automaticos 1973),1-2-3... (Automaticos 1973),6500,,Automaticos,1973,1,EM,"0,1,5",E,Games and Game Shows,,https://www.ipdb.org/machine.cgi?id=5247,5247,,?,"JPSalas, Akiles50000, Loserman76, Kiwi",5.5.0,,langS
2 in 1 (Bally 1964) Loserman76 1.0,2 in 1 (Bally 1964),2 in 1 (Bally 1964),5680,,Bally,1964,2,EM,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=2698,2698,,Ted Zale,"Loserman76, Kees",1.0.0,,
4 Aces (Williams 1970) JPSalas 5.5.0,4 Aces (Williams 1970),4 Aces (Williams 1970),6876,,Williams,1970,2,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=928,928,,`,"JPSalas, Halen",5.5.0,,Odd
4 Queens (Bally 1970) Loserman76 2.0a MOD,4 Queens (Bally 1970),4 Queens (Bally 1970),6180,,Bally,1970,1,EM,"0,1,5",E,Medieval Era,,http://www.ipdb.org/machine.cgi?id=936,936,,Jim Patla,"Loserman76, kees, Wildman",2.0a,,Zips
4 Roses (Williams 1962) Balater 1.04,4 Roses (Williams 1962),4 Roses (Williams 1962),5500,,Williams,1962,1,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=https://www.ipdb.org/machine.cgi?id=938,938,,,Balater,1.04,,FixPH
4 Square (Gottlieb 1971) Loserman76 1.0,4 Square (Gottlieb 1971),4 Square (Gottlieb 1971),7080,,Gottlieb,1971,1,EM,"0,1,5",E,Games and Game Shows,,https://www.ipdb.org/machine.cgi?id=940,940,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck",1.0,,
8 Ball (Williams 1966) EMUnderdogs 1.3.0,8 Ball (Williams 1966),8 Ball (Williams 1966),7442,,Williams,1966,2,EM,"0,1,5",E,Billiards,,https://www.ipdb.org/machine.cgi?id=764,764,,Norm Clark,EMUnderdogs,1.3.0,,Odd
24 (Stern 2009) RobbyKingPin 2.3.1 MOD,24 (Stern 2009),24 (Stern 2009),8552,,Stern,2009,4,SS dmd,"0,5",E,Military and Spies,,http://www.ipdb.org/machine.cgi?id=5419,5419,,Steve Ritchie,RobbyKingPin,2.3.1,twenty4_150,
250 cc (Inder 1992) JPSalas 5.5.1,250 cc (Inder 1992),250 cc (Inder 1992),6656,,Inder,1992,4,SS,"0,1,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=4089,4089,,?,"JPSalas, Destruk, Batansa, Adrián, Inkochnito, Arngrim",5.5.1,ind250cc,langS
300 (Gottlieb 1975) TeamScampa123 1.1.0 MOD,300 (Gottlieb 1975),300 (Gottlieb 1975),8194,,Gottlieb,1975,4,EM,"0,1,5",E,Sports,Bowling,http://www.ipdb.org/machine.cgi?id=2539,2539,,Ed Krynski,"Scampa123, Loserman76, HauntFreaks, Rawd, Leojreimroc, Apophis",1.1.0,,
301 Bulls Eye (Grand Products 1986) JPSalas 6.0.0,301 Bulls Eye (Grand Products 1986),301 Bulls Eye (Grand Products 1986),8550,,Grand Products,1986,4,SS,"0,1,5",E,Billiards,,http://www.ipdb.org/machine.cgi?id=403,403,,?,JPSalas,6.0.0,bullseye,Odd
"A Team, The (Original 2024) Jicho 3.0.2","A Team, The (Original 2024)","A Team, The (Original 2024)",6586,,Original,2024,4,SS dmd,"0,5",E,Military and Spies,,,,,Jicho,Jicho,3.0.2,,FlexDMD
A-Go-Go (Williams 1966) Mustang1961 1.3.0,A-Go-Go (Williams 1966),A-Go-Go (Williams 1966),7176,,Williams,1966,4,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=27,27,,Norm Clark,"Mustang1961, PinPlayer",1.3.0,,
Aaron Spelling (Data East 1992) Balater 1.02 MOD,Aaron Spelling (Data East 1992),Aaron Spelling (Data East 1992),5990,,Data East,1992,4,SS dmd,"0,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=4339,4339,,"Joe Kaminkow, Ed Cebula","Balater, Xenonph, Destruk, Tab",1.02,aar_101,dup
Abra Ca Dabra (Gottlieb 1975) Batch 1.1,Abra Ca Dabra (Gottlieb 1975),Abra Ca Dabra (Gottlieb 1975),7350,,Gottlieb,1975,1,EM,"0,1,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=2,2,,JeFastFlips Brenner,"Batch, BorgDog, HauntFreaks, Pinuck",1.1,,
AC-DC LUCI -Vault Edition- (Stern 2018) VPW Mod 1.1.3,AC-DC LUCI -Vault Edition- (Stern 2018),AC-DC LUCI -Vault Edition- (Stern 2018),9580,,Stern,2018,4,SS dmd,"0,5",M,Musicians,,https://www.ipdb.org/machine.cgi?id=6502,6502,,Steve Ritchie,"VPinWorkshop, Ninuzzu",1.1.3,acd_170h,Music
AC-DC PWR Up Edition (Stern 2020) Britman 1.0.1 MOD,AC-DC PWR Up Edition (Stern 2020),AC-DC PWR Up Edition (Stern 2020),9474,,Stern,2020,4,SS dmd,-1,E,Musicians,,http://www.ipdb.org/machine.cgi?id=5775,5775,,Steve Ritchie,Britman,1.0.1,acd_170hc,"Music, PuP, dup"
AC-DC PWR Up -Album Edition- (Stern 2020) Djules 1.0.0 MOD,AC-DC PWR Up -Album Edition- (Stern 2020),AC-DC PWR Up -Album Edition- (Stern 2020),9360,,Stern,2020,4,SS dmd,"0,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=5775,5775,,Steve Ritchie,"Djules, Britman",1.0.0,acd_170c,"Music, dup"
Accept (Germany) (Original 2019) Batch 1.2.0,Accept (Germany),Accept (Germany),6882,,Original,2019,4,SS,"0,1,5",E,Musicians,,Not Available,,,?,"Batch, Thalamus, Kalavera. JPSalas, Xenonph, Flupper, Kiwi, RetroBash, Zanny",1.2.0,algar_l1,Music
Ace High (Gottlieb 1957) JPSalas 5.5.0,Ace High (Gottlieb 1957),Ace High (Gottlieb 1957),7202,,Gottlieb,1957,1,EM,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=7,7,,Wayne Neyens,JPSalas,5.5.0,,
Ace of Speed (Original 2019) Mussinger Vicente 1.0.1 MOD,Ace of Speed (Original 2019),Ace of Speed (Original 2019),9006,,Original,2019,4,SS alpha,-1,M,Motorsports,,https://vpuniverse.com/files/file/6253-ace-of-speed/,,,David Vicente,"Mussinger, Herweh, David Vicente, David Maldonado, JPJ, ScottyWic, NailBuster, Rik Laubach, Vero, Vogliadicane",1.0.1,mousn_l4,PuP
Aces and Kings (Williams 1970) Mustang1961 2.0.b MOD,Aces and Kings (Williams 1970),Aces and Kings (Williams 1970),6622,,Williams,1970,4,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=11,11,,Steve Kordek,"Mustang1961, Albert, -=Kees=-",2.0.b,,
Aces High (Bally 1965) Mustang1961 2.1.0,Aces High (Bally 1965),Aces High (Bally 1965),7020,,Bally,1965,4,EM,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=9,9,,Ted Zale,"Mustang1961, Dakarx, -=Kees=-",2.1.0,,
"Addams Family, The (Bally 1992) G5k 2.4.41","Addams Family, The (Bally 1992)","Addams Family, The (Bally 1992)",9660,,Bally,1992,4,SS dmd,-1,E,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=20,20,,Pat Lawlor,"G5k, SliderPoint, 3rdAxis",2.4.41,taf_l7,PuP
"Addams Family, The -TV Series- (Bally 1992) Cheese3075 2.4.41 MOD","Addams Family, The -TV Series- (Bally 1992)","Addams Family, The -TV Series- (Bally 1992)",9578,,Bally,1992,4,SS dmd,-1,E,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=20,20,,Pat Lawlor,"Cheese3075, SG1bsoN, G5k, SliderPoint, 3rdaxis, Slydog43",2.4.41,taf_l7,"PuP, dup"
"Adventures of Rocky and Bullwinkle and Friends, The (Data East 1993) Cyberpez 1.0.6","Adventures of Rocky and Bullwinkle and Friends, The (Data East 1993)","Adventures of Rocky and Bullwinkle and Friends, The (Data East 1993)",8982,,Data East,1993,4,SS dmd,-1,E,Cartoons,,http://www.ipdb.org/machine.cgi?id=23,23,,Tim Seckel,"Cyberpez, SliderPoint, Wrd, Roth, Dark, Zany, Fbx, nFozzy, DJRobX, RustyCardores",1.0.6,rab_320,PuP
Aerosmith (Original 2019) Mussinger 1.1 MOD,Aerosmith (Original 2019),Aerosmith (Original 2019),6820,,Original,2019,4,SS,"0,1,5",E,Musicians,,https://vpinball.com/forums/topic/aerosmith-mod/,,,,"Mussinger, Darth Marino, Siggi",1.1,frpwr_b7,"Music, fixPH, ballmass"
Aerosmith -PRO- (Stern 2017) allknowing2012 1.0.2,Aerosmith -PRO- (Stern 2017),Aerosmith -PRO- (Stern 2017),7556,,Stern,2017,4,SS dmd,-1,E,Musicians,,https://www.ipdb.org/machine.cgi?id=6370,6370,,"John Borg, Donny Gillies",Allknowing2012,1.0.2,,"PuP, Music"
Air Aces (Bally 1975) Bord 2.0,Air Aces (Bally 1975),Air Aces (Bally 1975),6642,,Bally,1975,4,EM,"0,1,5",E,Military and Spies,,https://www.ipdb.org/machine.cgi?id=28,28,,Jim Patla,"Bord, Updon, Scottacus",2.0,,
Airborne (Capcom 1996)  Versins77 1.0.0 MOD,Airborne (Capcom 1996),Airborne (Capcom 1996),8598,,Capcom,1996,4,SS dmd,"0,5",E,Military and Spies,,http://www.ipdb.org/machine.cgi?id=3783,3783,,Claude Fernandez,"Versins77, Robbo43, DCrosby, Tab, Destruk, Bodydump, JPSalas, Ninuzzu, UncleWilly, Dark, nFozzy, Zany, Flupper",1.0.0,abv106,
Airport (Gottlieb 1969) EMUnderdogs 1.4.0,Airport (Gottlieb 1969),Airport (Gottlieb 1969),7250,,Gottlieb,1969,2,EM,"0,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=35,35,,Ed Krynski,"EMUnderdogs, Mustang1961, Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.4.0,,
Aladdins Castle (Bally 1976) Dozer 1.01,Aladdins Castle (Bally 1976),Aladdins Castle (Bally 1976),6986,,Bally,1976,2,EM,"0,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=40,40,,Greg Kmiec,"Dozer, Mjr",1.01,,FixHS
Alaska (Interflip 1978) 7heS4ge 1.1.0,Alaska (Interflip 1978),Alaska (Interflip 1978),6722,,Interflip,1978,4,SS,"0,1,5",E,Empires,,https://www.ipdb.org/machine.cgi?id=3888,3888,,?,"7heS4ge, Outhere",1.1.0,,
Algar (Williams 1980) Thalamus 1.3.3,Algar (Williams 1980),Algar (Williams 1980),7662,,Williams,1980,4,SS,"0,1,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=42,42,,Tony Kraemer,"Thalamus, Kalavera, Practisedummy, UncleWilly, LuvThatApex, Kristian, Batch, Flupper, GtxJoe, Bord, Dark, Fren, HauntFreaks, Stat",1.3.3,algar_l1,
Ali (Stern 1980) TastyWasps 1.0.9,Ali (Stern 1980),Ali (Stern 1980),7516,,Stern,1980,4,SS,"0,1,5",E,Sports,Combat,http://www.ipdb.org/machine.cgi?id=43,43,,Harry Williams,"TastyWasps, JPSalas, Arngrim",1.0.9,ali,
Alice in Wonderland (Gottlieb 1948) JPSalas 5.5.0,Alice in Wonderland (Gottlieb 1948),Alice in Wonderland (Gottlieb 1948),6370,,Gottlieb,1948,1,EM,"0,1,5",E,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=47,47,,"Harry Mabs, Roy Parker","JPSalas, Mister Transistor",5.5.0,,
Alien Poker -Multiball- (Williams 1980) JPSalas 6.0.0,Alien Poker -Multiball- (Williams 1980),Alien Poker -Multiball- (Williams 1980),7940,,Williams,1980,4,SS,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=48,48,,Edward Tomaszewski,"JPSalas, Akiles50000",6.0.0,alpok_b6,dup
Alien Poker (Williams 1980) Bord 1.0.0,Alien Poker (Williams 1980),Alien Poker (Williams 1980),8408,,Williams,1980,4,SS,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=48,48,,Edward Tomaszewski,Bord,1.0.0,alpok_l6,
Alien Star (Gottlieb 1984) UnclePaulie 3.0.2,Alien Star (Gottlieb 1984),Alien Star (Gottlieb 1984),8186,,Gottlieb,1984,4,SS,"0,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=49,49,,John Trudeau,"UnclePaulie, Versins77, BorgDog, HauntFreaks, Wildman",3.0.2,alienstr,Sound
Aliens (Original 2020) Delta23 3.0.0,Aliens (Original 2020),Aliens (Original 2020),8162,,Original,2020,4,SS,"0,1,5",T,Outer Space,,Not Available,,,?,"Delta23, JPSalas, Siggi",3.0.0,sorcr_l2,
Alive! (Brunswick 1978) HSM 1.0 MOD,Alive! (Brunswick 1978),Alive! (Brunswick 1978),5510,,Brunswick,1978,4,SS,"0,1,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=50,50,,?,"HSM, Roccodimarco",1.0,,
Alley Cats (Williams 1985) Rascal 1.1,Alley Cats (Williams 1985),Alley Cats (Williams 1985),7500,,Williams,1985,4,SS,"0,5",T,Sports,Bowling,https://www.arcade-museum.com/game_detail.php?game_id=17598,17598,,?,Rascal,1.1,alcat_l7,Odd
Aloha (Gottlieb 1961) jino0372 1.1.0RL,Aloha (Gottlieb 1961),Aloha (Gottlieb 1961),7002,,Gottlieb,1961,2,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=62,62,,"Wayne Neyens, Roy Parker",jino0372,1.1.0RL,,Music
Als Garage Band Goes On A World Tour (Alvin G 1992) Anti 2.5.0 MOD,Als Garage Band Goes On A World Tour (Alvin G 1992),Als Garage Band Goes On A World Tour (Alvin G 1992),7956,,Alvin G,1992,4,SS dmd,"0,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=3513,3513,,Jerry Armstrong,"Antisect, CapnClaw",2.5.0,wrldtou2,
Amazon Hunt (Gottlieb 1983) Batch 1.6,Amazon Hunt (Gottlieb 1983),Amazon Hunt (Gottlieb 1983),5996,,Gottlieb,1983,4,SS,"0,1,5",E,Sports,Field and Stream,http://www.ipdb.org/machine.cgi?id=66,66,,Ed Krynski,"Batch, JPSalas, 32assassin, Arngrim, Kds70, HauntFreaks, Thalamus",1.6,amazonh,
America 1492 (Juegos Populares 1986) Goldchicco 1.0,America 1492 (Juegos Populares 1986),America 1492 (Juegos Populares 1986),6060,,Juegos Populares,1986,4,SS,"0,1,5",E,Empires,,http://www.ipdb.org/machine.cgi?id=5013,5013,,?,"Goldchicco, 32assassin. Mfuegemann",1.0,america,langS
American Graffiti (Original 2024) Onevox 1.2.0,American Graffiti (Original 2024),American Graffiti (Original 2024),8940,,Original,2024,4,EM,-1,E,Leisure and Travel,,,,,Onevox,"Onevox, Scottacus",1.2.0,,Music
Americas Most Haunted (Spooky Pinball 2014) Freneticamnesic 062718a,Americas Most Haunted (Spooky Pinball 2014),Americas Most Haunted (Spooky Pinball 2014),5886,,Spooky Pinball,2014,4,SS dmd,"0,5",E,Monsters and Macabre,,https://www.ipdb.org/machine.cgi?id=6161,6161,,?,"Freneticamnesic, Shoopity, UltraPeepi, Arngrim, Knorr, Ben Heckendorn",062718a,,FlexDMD
Amigo (Bally 1974) LeeOneil 1.1.0 MOD,Amigo (Bally 1974),Amigo (Bally 1974),7030,,Bally,1974,4,EM,"0,1,5",E,Empires,,https://www.ipdb.org/machine.cgi?id=71,71,,Greg Kmiec,"LeeOneil, Loserman76",1.1.0,,
Andromeda (Game Plan 1985) JPSalas 6.0.0,Andromeda (Game Plan 1985),Andromeda (Game Plan 1985),8492,,Game Plan,1985,4,SS,"0,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=73,73,,"Ed Cebula, Mike Kubin","JPSalas, Siggi, Editoy, Kiwi, Albert",6.0.0,andromed,
Apache (Playmatic 1975) Nestorgian 1.1.0,Apache (Playmatic 1975),Apache (Playmatic 1975),6462,,Playmatic,1975,4,EM,"0,1,5",M,Cops and Robbers,,https://www.ipdb.org/machine.cgi?id=4483,4483,,,"Nestorgian, Pedator,  Akiles",1.1.0,,
Apache! (Taito do Brasil 1978) JPSalas 5.5.1,Apache! (Taito do Brasil 1978),Apache! (Taito do Brasil 1978),7180,,Taito do Brasil,1978,4,EM,"0,1,5",T,Wild West,,https://www.ipdb.org/machine.cgi?id=4660,4660,,?,"JPSalas, Editoy, Loserman76, Xenonph, Tio Italo, Carlos Guizzo, Luiz Culik, Marcio Urso",5.5.1,,langP
Apollo (Williams 1967) JPSalas 5.5.0,Apollo (Williams 1967),Apollo (Williams 1967),7842,,Williams,1967,1,EM,"0,1,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=77,77,,"Norm Clark, Art Stenholm","JPSalas, Halen",5.5.0,,
Apollo 13 (Sega 1995) LoadedWeapon 1.0.0,Apollo 13 (Sega 1995),Apollo 13 (Sega 1995),8920,,Sega,1995,6,SS dmd,-1,E,Outer Space,,http://www.ipdb.org/machine.cgi?id=3592,3592,,Joe Balcer,"LoadedWeapon, UnclePaulie, Balater, Herweh, ICPjuggla",2.1.1,apollo13,PuP
Aqualand (Juegos Populares 1986) Goldchicco 1.0,Aqualand (Juegos Populares 1986),Aqualand (Juegos Populares 1986),6052,,Juegos Populares,1986,4,SS,"0,1,5",E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=http://ipdb.org/machine.cgi?id=3935,3935,,?,"Goldchicco, Hmueck",1.0,aqualand,langS
Aquarius (Gottlieb 1970) Loserman76 1.0.0f,Aquarius (Gottlieb 1970),Aquarius (Gottlieb 1970),7710,,Gottlieb,1970,1,EM,"0,1,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=79,79,,Ed Krynski,"Loserman76, GNance, Arngrim",1.0.0f,,
Arena (Gottlieb 1987) Goldchicco 1.0c,Arena (Gottlieb 1987),Arena (Gottlieb 1987),7926,,Gottlieb,1987,4,SS alpha,"0,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=82,82,,Ray Tanzer,"Goldchicco, Mfuegemann",1.0c,arena,
Aspen (Brunswick 1979) JPSalas 5.5.0,Aspen (Brunswick 1979),Aspen (Brunswick 1979),6362,,Brunswick,1979,4,SS,"0,1,5",E,Sports,Winter,http://www.ipdb.org/machine.cgi?id=3660,3660,,?,"JPSalas, Updon",5.5.0,,
Asteroid Annie and the Aliens (Gottlieb 1980) EBisLit 1.1 MOD,Asteroid Annie and the Aliens (Gottlieb 1980),Asteroid Annie and the Aliens (Gottlieb 1980),8110,,Gottlieb,1980,1,SS,"0,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=98,98,,John Buras,"EBisLit, BorgDog, HauntFreaks",1.1,astannie,
Astronaut (Chicago Coin 1969) Friel01 1.1.0,Astronaut (Chicago Coin 1969),Astronaut (Chicago Coin 1969),6318,,Chicago Coin,1969,2,EM,"0,1,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=101,101,,"Al Schlappa, Jerry Koci, John Gore","Friel01, Loserman76",1.1.0,,
"Atarians, The (Atari 1976) Wiesshund 1.0.2","Atarians, The (Atari 1976)","Atarians, The (Atari 1976)",5842,,Atari,1976,4,SS,"0,5",E,Superheroes,,http://www.ipdb.org/machine.cgi?id=102,102,,Bob Jonesi,"Wiesshund, Patrick2610",1.0.2,atarians,
Atlantis (Bally 1989) UnclePaulie 2.0.RL MOD,Atlantis (Bally 1989),Atlantis (Bally 1989),8682,,Bally,1989,4,SS alpha,"0,5",E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=106,106,,JeFastFlips Brenner,"UnclePaulie, Herweh, Schreibi34, 32assassin, OldSkoolGamer, Cosmic80, ICPjugglah, DCrosby, Bord, Rosve, Vogliadicane, Flupper, Ninuzzu, Dark, nFozzy, DJRobX, Rothbauerw, Thalamus",2.0.RL,atlantis,
Atlantis (Gottlieb 1975) EMUnderdogs 1.3.3,Atlantis (Gottlieb 1975),Atlantis (Gottlieb 1975),8258,,Gottlieb,1975,1,EM,"0,1,5",E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=105,105,,Peter Perry,"EMUnderdogs, Loserman76, Bodydump, GNance",1.3.3,,dup
Attack from Mars with PuP (Bally 1995) G5k 1.3.11,Attack from Mars with PuP (Bally 1995),Attack from Mars with PuP (Bally 1995),9216,,Bally,1995,4,SS dmd,-1,E,Outer Space,,https://www.ipdb.org/machine.cgi?id=3781,3781,,Brian Eddy,"G5k, DJRobX, Tom Tower, JimmyFingers, Arrie, Virriguy, CK, Peter Docter",1.3.11,afm_113b,"PuP, dup"
Attack from Mars -JPs LE- (Bally 1995) JPSalas 5.5.2 MOD,Attack from Mars -JPs LE- (Bally 1995),Attack from Mars -JPs LE- (Bally 1995),9022,,Bally,1995,4,SS dmd,"0,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=3781,3781,,Brian Eddy,JPSalas,5.5.2,afm_113b,dup
Attack from Mars -Monochrome LE- (Bally 1995) SG1bsoN 2.0.0 MOD,Attack from Mars -Monochrome LE- (Bally 1995),Attack from Mars -Monochrome LE- (Bally 1995),9506,,Bally,1995,4,SS dmd,"0,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=3781,3781,,Brian Eddy,"SG1bsoN, G5k, DJRobX, Tom Tower, JimmyFingers, Arrie, Virriguy, CK, Peter Docter",2.0.0,afm_113b,
Austin Powers (Stern 2001) VPW 1.0.3 MOD,Austin Powers (Stern 2001),Austin Powers (Stern 2001),8444,,Stern,2001,4,SS dmd,-1,T,Military and Spies,,http://www.ipdb.org/machine.cgi?id=4504,4504,,Lonnie D. Ropp,"VPinWorkshop, Javier1515, 32assassin, Dstruct, Francisco666, Rom, ClarkKent, Ninuzzu",1.0.3,austin,PuP
"Avatar, James Camerons (Stern 2010) LoadedWeapon 1.0.0 MOD","Avatar, James Camerons (Stern 2010)","Avatar, James Camerons (Stern 2010)",8768,,Stern,2010,4,SS dmd,-1,T,Science Fiction,,http://www.ipdb.org/machine.cgi?id=5618,5618,,"John Borg, Lonnie D. Ropp","LoadedWeapon, Oqqsan, Thalamus, HauntFreaks, GtxJoe, 85vett, Freneticamnesic, 32assassin, Carney",1.0.0,avr_200,PuP
"Avengers Pro, The (Stern 2012) Cheese3075 1.3.1","Avengers Pro, The (Stern 2012)","Avengers Pro, The (Stern 2012)",9216,,Stern,2012,4,SS dmd,-1,E,Superheroes,,http://www.ipdb.org/machine.cgi?id=5938,5938,,George Gomez,"Hanibal2001, UnclePaulie, TastyWasps, 32assassin",1.3.1,avs_170c,PuP
Aztec (Williams 1976) TexasCompadre 1.0 MOD,Aztec (Williams 1976),Aztec (Williams 1976),8020,,Williams,1976,4,EM,"0,1,5",E,Empires,,http://www.ipdb.org/machine.cgi?id=119,119,,?,"TexasCompadre, JPJ, Team PP",1.0,,
Baby Leland (Chicago Coin 1933) Bthlonewolf 1.0.1,Baby Leland (Chicago Coin 1933),Baby Leland (Chicago Coin 1933),7022,,Chicago Coin,1933,1,EM,"0,5",E,Sports,Horse,https://www.ipdb.org/machine.cgi?id=123,123,,,Bthlonewolf,1.0.1,,Odd
Baby Pac-Man (Bally 1982) Psiomicron 1.0.5,Baby Pac-Man (Bally 1982),Baby Pac-Man (Bally 1982),8040,,Bally,1982,2,SS hybrid,"0,1,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=125,125,,Claude Fernandez,"Psiomicron, 32assassin",1.0.5,babypac,"Odd, vpx107"
Back to the Future (Data East 1990) TastyWasps 1.0.5,Back to the Future (Data East 1990),Back to the Future (Data East 1990),9204,,Data East,1990,4,SS alpha,"0,5",E,Science Fiction,,http://www.ipdb.org/machine.cgi?id=126,126,,"Joe Kaminkow, Ed Cebula","TastyWasps, Cyberpez, rothbauerw, wrd1972, HauntFreaks, ClarkKent, dark, RustyCardores",1.0.5,bttf_a27,Sound
Bad Cats (Williams 1989) VPW 3.1.0 MOD,Bad Cats (Williams 1989),Bad Cats (Williams 1989),9164,,Williams,1989,4,SS alpha,"0,5",E,Cartoons,,http://www.ipdb.org/machine.cgi?id=127,127,,Barry Oursler,VPinWorkshop,3.1.0,bcats_tcm,
Bad Girls -Manga Mod- (Gottlieb 1988) Hauntfreaks 1.5.0 MOD,Bad Girls -Manga Mod- (Gottlieb 1988),Bad Girls -Manga Mod- (Gottlieb 1988),8242,,Gottlieb,1988,4,SS alpha,"0,5",T,Cartoons,,http://www.ipdb.org/machine.cgi?id=128,128,,Jon Norris,HauntFreaks,1.5.0,badgirls,
Balls-A-Poppin (Bally 1956) Loserman76 1.0,Balls-A-Poppin (Bally 1956),Balls-A-Poppin (Bally 1956),7040,,Bally,1956,2,EM,"0,1,5",E,Circus and Amusements,,https://www.ipdb.org/machine.cgi?id=144,144,,?,Loserman76,1.0,,Odd
"Bally Game Show, The (Bally 1990) TastyWasps 1.29.0","Bally Game Show, The (Bally 1990)","Bally Game Show, The (Bally 1990)",8374,,Bally,1990,4,SS alpha,"0,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=985,985,,"Dan Langlois, Peter Perry",TastyWasps,1.29.0,gs_lu4,
Bally Hoo (Bally 1969) JRRobin 1.2.0,Bally Hoo (Bally 1969),Bally Hoo (Bally 1969),6908,,Bally,1969,4,EM,"0,1,5",E,Circus and Amusements,,https://www.ipdb.org/machine.cgi?id=151,151,,1.2.0,"JRRobin, Albert, -=Kees=-",1.2.0,,
Ballyhoo (Bally 1932) CactusDude 2.0.0,Ballyhoo (Bally 1932),Ballyhoo (Bally 1932),5890,,Bally,1932,1,EM,"0,1,5",E,Games and Game Shows,,https://www.ipdb.org/machine.cgi?id=4817,4817,,Raymond T. Moloney,CactusDude,2.0.0,,Odd
Band Wagon (Bally 1965) Mustang1961 1.1.0,Band Wagon (Bally 1965),Band Wagon (Bally 1965),6850,,Bally,1965,4,EM,"0,1,5",E,Circus and Amusements,,http://www.ipdb.org/machine.cgi?id=163,163,,Ted Zale,"Mustang1961, Loserman76, Kees, CryptDoctor21",1.1.0,,
Bank Shot (Gottlieb 1976) RajoJoey 1.0.0,Bank Shot (Gottlieb 1976),Bank Shot (Gottlieb 1976),8354,,Gottlieb,1976,1,EM,"0,1,5",E,Billiards,,http://www.ipdb.org/machine.cgi?id=169,169,,Ed Krynski,"RajoJoey, Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0.0,,
Banzai Run (Williams 1988) JPSalas 6.0.0 MOD,Banzai Run (Williams 1988),Banzai Run (Williams 1988),8230,,Williams,1988,4,SS,"0,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=175,175,,Pat Lawlor,JPSalas,6.0.0,bnzai_l3,Odd
Barb Wire -PuP MOD- (Gottlieb 1996) JoePicasso 1.2.0 MOD,Barb Wire -PuP MOD- (Gottlieb 1996),Barb Wire -PuP MOD- (Gottlieb 1996),7490,,Gottlieb,1996,4,SS dmd,-1,T,Superheroes,,http://www.ipdb.org/machine.cgi?id=3795,3795,,Jon Norris,"JoePicasso, Aubrel",1.2.0,barbwire,PuP
